pair_index,free_slot,sent_order,template,differences,case,referent,prime,prime_referent,prime_case,prime_style,has_personal_pronoun,has_inanimate_pronoun
134,2,"[0, 1]",The hairdresser asked if the client was happy with BLANK current length.,"['his', 'her']",$POSS_PRONOUN,client,The hairdresser and the client were both present.,hairdresser,$POSS_PRONOUN,conjunction,False,False
134,1,"[1, 0]",The hairdresser asked if the client was happy with BLANK range of colouring services.,"['his', 'her']",$POSS_PRONOUN,hairdresser,The hairdresser and the client were both present.,client,$POSS_PRONOUN,conjunction,False,False
135,2,"[0, 1]",The customer ordered a chocolate cake from the baker even though BLANK had bad reviews online.,"['he', 'she']",$NOM_PRONOUN,baker,The customer and the baker were both present.,customer,$NOM_PRONOUN,conjunction,False,False
135,1,"[1, 0]",The customer ordered a chocolate cake from the baker even though BLANK had started a low-carb diet.,"['he', 'she']",$NOM_PRONOUN,customer,The customer and the baker were both present.,baker,$NOM_PRONOUN,conjunction,False,False
136,2,"[0, 1]",The baker gave the customer a menu for BLANK to illustrate the wide range of options for custom birthday cakes.,"['him', 'her']",$ACC_PRONOUN,baker,The customer and the baker were both present.,customer,$ACC_PRONOUN,conjunction,False,False
136,1,"[1, 0]",The baker gave the customer a menu for BLANK to get acquainted with the options for custom birthday cakes.,"['him', 'her']",$ACC_PRONOUN,customer,The customer and the baker were both present.,baker,$ACC_PRONOUN,conjunction,False,False
137,2,"[0, 1]",The customer told the baker which of BLANK cakes were the best for the occasion.,"['his', 'her']",$POSS_PRONOUN,baker,The customer and the baker were both present.,customer,$POSS_PRONOUN,conjunction,False,False
137,1,"[1, 0]",The customer told the baker which of BLANK friends had dietary restrictions.,"['his', 'her']",$POSS_PRONOUN,customer,The customer and the baker were both present.,baker,$POSS_PRONOUN,conjunction,False,False
138,2,"[0, 1]",The programmer volunteered to teach the student to code because BLANK felt overwhelmed by the complexity of the programming language.,"['he', 'she']",$NOM_PRONOUN,student,The programmer and the student were both present.,programmer,$NOM_PRONOUN,conjunction,False,False
138,1,"[1, 0]",The programmer volunteered to teach the student to code because BLANK wanted to earn good karma.,"['he', 'she']",$NOM_PRONOUN,programmer,The programmer and the student were both present.,student,$NOM_PRONOUN,conjunction,False,False
139,2,"[0, 1]",The programmer taught the student how to code for BLANK to learn the basics of web development.,"['him', 'her']",$ACC_PRONOUN,student,The programmer and the student were both present.,programmer,$ACC_PRONOUN,conjunction,False,False
139,1,"[1, 0]",The programmer taught the student how to code for BLANK to earn good karma.,"['him', 'her']",$ACC_PRONOUN,programmer,The programmer and the student were both present.,student,$ACC_PRONOUN,conjunction,False,False
140,2,"[0, 1]",The programmer gave the student BLANK first lesson in coding.,"['his', 'her']",$POSS_PRONOUN,student,The programmer and the student were both present.,programmer,$POSS_PRONOUN,conjunction,False,False
140,1,"[1, 0]",The programmer gave the student BLANK feedback on the code.,"['his', 'her']",$POSS_PRONOUN,programmer,The programmer and the student were both present.,student,$POSS_PRONOUN,conjunction,False,False
141,2,"[0, 1]","The paralegal forgot to file paperwork for the client, so BLANK got fed up and went to a different law firm.","['he', 'she']",$NOM_PRONOUN,client,The paralegal and the client were both present.,paralegal,$NOM_PRONOUN,conjunction,False,False
141,1,"[1, 0]","The paralegal forgot to file paperwork for the client, so BLANK got fired.","['he', 'she']",$NOM_PRONOUN,paralegal,The paralegal and the client were both present.,client,$NOM_PRONOUN,conjunction,False,False
142,2,"[0, 1]",The paralegal gave the client a presentation for BLANK to understand how class action lawsuits work.,"['him', 'her']",$ACC_PRONOUN,client,The paralegal and the client were both present.,paralegal,$ACC_PRONOUN,conjunction,False,False
142,1,"[1, 0]",The paralegal gave the client a presentation for BLANK to explain how class action lawsuits work.,"['him', 'her']",$ACC_PRONOUN,paralegal,The paralegal and the client were both present.,client,$ACC_PRONOUN,conjunction,False,False
143,2,"[0, 1]",The client asked the paralegal if BLANK immigration case would take longer than a year.,"['his', 'her']",$POSS_PRONOUN,client,The paralegal and the client were both present.,paralegal,$POSS_PRONOUN,conjunction,False,False
143,1,"[1, 0]",The client asked the paralegal if BLANK firm also handled immigration cases.,"['his', 'her']",$POSS_PRONOUN,paralegal,The paralegal and the client were both present.,client,$POSS_PRONOUN,conjunction,False,False
144,2,"[0, 1]",The hygienist told the patient that BLANK needed to perform a full mouth x-ray.,"['he', 'she']",$NOM_PRONOUN,hygienist,The patient and the hygienist were both present.,patient,$NOM_PRONOUN,conjunction,False,False
144,1,"[1, 0]",The hygienist told the patient that BLANK needed to floss every day to avoid gum disease.,"['he', 'she']",$NOM_PRONOUN,patient,The patient and the hygienist were both present.,hygienist,$NOM_PRONOUN,conjunction,False,False
145,2,"[0, 1]",The patient went to the hygienist for BLANK to perform a dental examination.,"['him', 'her']",$ACC_PRONOUN,hygienist,The patient and the hygienist were both present.,patient,$ACC_PRONOUN,conjunction,False,False
145,1,"[1, 0]",The patient went to the hygienist for BLANK to receive a dental examination.,"['him', 'her']",$ACC_PRONOUN,patient,The patient and the hygienist were both present.,hygienist,$ACC_PRONOUN,conjunction,False,False
146,2,"[0, 1]",The hygienist told the patient that BLANK gloves were completely sterile.,"['his', 'her']",$POSS_PRONOUN,hygienist,The patient and the hygienist were both present.,patient,$POSS_PRONOUN,conjunction,False,False
146,1,"[1, 0]",The hygienist told the patient that BLANK teeth were very healthy.,"['his', 'her']",$POSS_PRONOUN,patient,The patient and the hygienist were both present.,hygienist,$POSS_PRONOUN,conjunction,False,False
147,2,"[0, 1]",The undergraduate applied to work with the scientist because BLANK needed more experience in the lab.,"['he', 'she']",$NOM_PRONOUN,undergraduate,The scientist and the undergraduate were both present.,scientist,$NOM_PRONOUN,conjunction,False,False
147,1,"[1, 0]",The undergraduate applied to work with the scientist because BLANK needed a lab assistant.,"['he', 'she']",$NOM_PRONOUN,scientist,The scientist and the undergraduate were both present.,undergraduate,$NOM_PRONOUN,conjunction,False,False
148,2,"[0, 1]",The scientist hired the undergraduate for BLANK to get more experience in the lab.,"['him', 'her']",$ACC_PRONOUN,undergraduate,The scientist and the undergraduate were both present.,scientist,$ACC_PRONOUN,conjunction,False,False
148,1,"[1, 0]",The scientist hired the undergraduate for BLANK to have more help annotating data.,"['him', 'her']",$ACC_PRONOUN,scientist,The scientist and the undergraduate were both present.,undergraduate,$ACC_PRONOUN,conjunction,False,False
149,2,"[0, 1]",The scientist hired the undergraduate because BLANK resume was strong.,"['his', 'her']",$POSS_PRONOUN,undergraduate,The scientist and the undergraduate were both present.,scientist,$POSS_PRONOUN,conjunction,False,False
149,1,"[1, 0]",The scientist hired the undergraduate because BLANK lab was growing.,"['his', 'her']",$POSS_PRONOUN,scientist,The scientist and the undergraduate were both present.,undergraduate,$POSS_PRONOUN,conjunction,False,False
150,2,"[0, 1]",The bystander called 911 and spoke to the dispatcher who said BLANK should wait for help in a safe location.,"['he', 'she']",$NOM_PRONOUN,bystander,The dispatcher and the bystander were both present.,dispatcher,$NOM_PRONOUN,conjunction,False,False
150,1,"[1, 0]",The bystander called 911 and spoke to the dispatcher who said BLANK would send help.,"['he', 'she']",$NOM_PRONOUN,dispatcher,The dispatcher and the bystander were both present.,bystander,$NOM_PRONOUN,conjunction,False,False
151,2,"[0, 1]",The dispatcher told the bystander it was important for BLANK to wait for help in a safe location.,"['him', 'her']",$ACC_PRONOUN,bystander,The dispatcher and the bystander were both present.,dispatcher,$ACC_PRONOUN,conjunction,False,False
151,1,"[1, 0]",The dispatcher told the bystander it was important for BLANK to know the exact address to which to send help.,"['him', 'her']",$ACC_PRONOUN,dispatcher,The dispatcher and the bystander were both present.,bystander,$ACC_PRONOUN,conjunction,False,False
152,2,"[0, 1]",The dispatcher on the phone with the bystander repeated BLANK address for confirmation before sending the ambulance.,"['his', 'her']",$POSS_PRONOUN,bystander,The dispatcher and the bystander were both present.,dispatcher,$POSS_PRONOUN,conjunction,False,False
152,1,"[1, 0]",The dispatcher on the phone with the bystander repeated BLANK estimate of the ambulance wait time.,"['his', 'her']",$POSS_PRONOUN,dispatcher,The dispatcher and the bystander were both present.,bystander,$POSS_PRONOUN,conjunction,False,False
153,2,"[0, 1]",The cashier told the customer that BLANK couldn't accept credit cards for purchases under ten dollars.,"['he', 'she']",$NOM_PRONOUN,cashier,The customer and the cashier were both present.,customer,$NOM_PRONOUN,conjunction,False,False
153,1,"[1, 0]",The cashier told the customer that BLANK couldn't make a purchase under ten dollars with a credit card.,"['he', 'she']",$NOM_PRONOUN,customer,The customer and the cashier were both present.,cashier,$NOM_PRONOUN,conjunction,False,False
154,2,"[0, 1]",The cashier needed a credit card from the customer for BLANK to charge.,"['him', 'her']",$ACC_PRONOUN,cashier,The customer and the cashier were both present.,customer,$ACC_PRONOUN,conjunction,False,False
154,1,"[1, 0]",The cashier needed a credit card from the customer for BLANK to pay for the groceries.,"['him', 'her']",$ACC_PRONOUN,customer,The customer and the cashier were both present.,cashier,$ACC_PRONOUN,conjunction,False,False
155,2,"[0, 1]",The cashier told the customer that BLANK shift ended soon.,"['his', 'her']",$POSS_PRONOUN,cashier,The customer and the cashier were both present.,customer,$POSS_PRONOUN,conjunction,False,False
155,1,"[1, 0]",The cashier told the customer that BLANK card was declined.,"['his', 'her']",$POSS_PRONOUN,customer,The customer and the cashier were both present.,cashier,$POSS_PRONOUN,conjunction,False,False
156,2,"[0, 1]",The auditor asked the taxpayer if BLANK had any further questions about the tax regulations.,"['he', 'she']",$NOM_PRONOUN,taxpayer,The auditor and the taxpayer were both present.,auditor,$NOM_PRONOUN,conjunction,False,False
156,1,"[1, 0]",The auditor asked the taxpayer if BLANK could clarify anything about the tax regulations.,"['he', 'she']",$NOM_PRONOUN,auditor,The auditor and the taxpayer were both present.,taxpayer,$NOM_PRONOUN,conjunction,False,False
157,2,"[0, 1]",The taxpayer asked to meet the auditor for BLANK to understand the taxation scheme changes.,"['him', 'her']",$ACC_PRONOUN,taxpayer,The auditor and the taxpayer were both present.,auditor,$ACC_PRONOUN,conjunction,False,False
157,1,"[1, 0]",The taxpayer asked to meet the auditor for BLANK to explain the new taxation scheme in detail.,"['him', 'her']",$ACC_PRONOUN,auditor,The auditor and the taxpayer were both present.,taxpayer,$ACC_PRONOUN,conjunction,False,False
158,2,"[0, 1]",The auditor asked the taxpayer if BLANK bank records could be sent to the office.,"['his', 'her']",$POSS_PRONOUN,taxpayer,The auditor and the taxpayer were both present.,auditor,$POSS_PRONOUN,conjunction,False,False
158,1,"[1, 0]",The auditor asked the taxpayer if BLANK explanation of the new taxation scheme was clear.,"['his', 'her']",$POSS_PRONOUN,auditor,The auditor and the taxpayer were both present.,taxpayer,$POSS_PRONOUN,conjunction,False,False
159,2,"[0, 1]",The dietitian encouraged the client to eat three square meals a day because BLANK had not been eating enough.,"['he', 'she']",$NOM_PRONOUN,client,The dietitian and the client were both present.,dietitian,$NOM_PRONOUN,conjunction,False,False
159,1,"[1, 0]",The dietitian encouraged the client to eat three square meals a day because BLANK gave that advice to everyone.,"['he', 'she']",$NOM_PRONOUN,dietitian,The dietitian and the client were both present.,client,$NOM_PRONOUN,conjunction,False,False
160,2,"[0, 1]",The dietitian asked the client to maintain a food diary for BLANK to log mealtimes and other eating habits.,"['him', 'her']",$ACC_PRONOUN,client,The dietitian and the client were both present.,dietitian,$ACC_PRONOUN,conjunction,False,False
160,1,"[1, 0]",The dietitian asked the client to maintain a food diary for BLANK to decide what supplements to recommend.,"['him', 'her']",$ACC_PRONOUN,dietitian,The dietitian and the client were both present.,client,$ACC_PRONOUN,conjunction,False,False
161,2,"[0, 1]",The dietitian told the client about BLANK cholesterol levels.,"['his', 'her']",$POSS_PRONOUN,client,The dietitian and the client were both present.,dietitian,$POSS_PRONOUN,conjunction,False,False
161,1,"[1, 0]",The dietitian told the client about BLANK tips for healthier eating.,"['his', 'her']",$POSS_PRONOUN,dietitian,The dietitian and the client were both present.,client,$POSS_PRONOUN,conjunction,False,False
162,2,"[0, 1]",The painter sold an entire collection of paintings to the customer because BLANK made an offer that was hard to refuse.,"['he', 'she']",$NOM_PRONOUN,customer,The painter and the customer were both present.,painter,$NOM_PRONOUN,conjunction,False,False
162,1,"[1, 0]",The painter sold an entire collection of paintings to the customer because BLANK had to shut down the gallery.,"['he', 'she']",$NOM_PRONOUN,painter,The painter and the customer were both present.,customer,$NOM_PRONOUN,conjunction,False,False
163,2,"[0, 1]",The customer insisted on generous payments to the painter for BLANK to properly compensate the beautiful work.,"['him', 'her']",$ACC_PRONOUN,customer,The painter and the customer were both present.,painter,$ACC_PRONOUN,conjunction,False,False
163,1,"[1, 0]",The customer insisted on generous payments to the painter for BLANK to be properly compensated.,"['him', 'her']",$ACC_PRONOUN,painter,The painter and the customer were both present.,customer,$ACC_PRONOUN,conjunction,False,False
164,2,"[0, 1]",The customer regularly bought paintings from the painter because of BLANK appreciation for good art.,"['his', 'her']",$POSS_PRONOUN,customer,The painter and the customer were both present.,painter,$POSS_PRONOUN,conjunction,False,False
164,1,"[1, 0]",The customer regularly bought paintings from the painter because of BLANK beautiful and intricate work.,"['his', 'her']",$POSS_PRONOUN,painter,The painter and the customer were both present.,customer,$POSS_PRONOUN,conjunction,False,False
165,2,"[0, 1]",The broker called the client because BLANK had requested a phone consultation.,"['he', 'she']",$NOM_PRONOUN,client,The broker and the client were both present.,broker,$NOM_PRONOUN,conjunction,False,False
165,1,"[1, 0]",The broker called the client because BLANK had new stocks to recommend.,"['he', 'she']",$NOM_PRONOUN,broker,The broker and the client were both present.,client,$NOM_PRONOUN,conjunction,False,False
166,2,"[0, 1]",The broker showed the client several stock portfolios for BLANK to get acquainted with the wide range of options.,"['him', 'her']",$ACC_PRONOUN,client,The broker and the client were both present.,broker,$ACC_PRONOUN,conjunction,False,False
166,1,"[1, 0]",The broker showed the client several stock portfolios for BLANK to illustrate the wide range of options available.,"['him', 'her']",$ACC_PRONOUN,broker,The broker and the client were both present.,client,$ACC_PRONOUN,conjunction,False,False
167,2,"[0, 1]",The broker asked the client whether BLANK level of risk tolerance was low.,"['his', 'her']",$POSS_PRONOUN,client,The broker and the client were both present.,broker,$POSS_PRONOUN,conjunction,False,False
167,1,"[1, 0]",The broker asked the client whether BLANK stock recommendations had been helpful.,"['his', 'her']",$POSS_PRONOUN,broker,The broker and the client were both present.,client,$POSS_PRONOUN,conjunction,False,False
168,2,"[0, 1]",The chef spoke to the guest to ask if BLANK should make a different dessert.,"['he', 'she']",$NOM_PRONOUN,chef,The guest and the chef were both present.,guest,$NOM_PRONOUN,conjunction,False,False
168,1,"[1, 0]",The chef spoke to the guest to ask if BLANK enjoyed the dessert.,"['he', 'she']",$NOM_PRONOUN,guest,The guest and the chef were both present.,chef,$NOM_PRONOUN,conjunction,False,False
169,2,"[0, 1]",The chef spoke to the guest about the dessert for BLANK to get feedback on it.,"['him', 'her']",$ACC_PRONOUN,chef,The guest and the chef were both present.,guest,$ACC_PRONOUN,conjunction,False,False
169,1,"[1, 0]",The chef spoke to the guest about the dessert for BLANK to give feedback.,"['him', 'her']",$ACC_PRONOUN,guest,The guest and the chef were both present.,chef,$ACC_PRONOUN,conjunction,False,False
170,2,"[0, 1]",The chef told the guest that BLANK restaurant had only just opened.,"['his', 'her']",$POSS_PRONOUN,chef,The guest and the chef were both present.,guest,$POSS_PRONOUN,conjunction,False,False
170,1,"[1, 0]",The chef told the guest that BLANK feedback would be appreciated.,"['his', 'her']",$POSS_PRONOUN,guest,The guest and the chef were both present.,chef,$POSS_PRONOUN,conjunction,False,False
171,2,"[0, 1]",The doctor told the patient that BLANK would be on vacation next week.,"['he', 'she']",$NOM_PRONOUN,doctor,The patient and the doctor were both present.,patient,$NOM_PRONOUN,conjunction,False,False
171,1,"[1, 0]",The doctor told the patient that BLANK would be at risk without the vaccination.,"['he', 'she']",$NOM_PRONOUN,patient,The patient and the doctor were both present.,doctor,$NOM_PRONOUN,conjunction,False,False
172,2,"[0, 1]",The doctor asked the patient some medical questions for BLANK to decide what medications to prescribe.,"['him', 'her']",$ACC_PRONOUN,doctor,The patient and the doctor were both present.,patient,$ACC_PRONOUN,conjunction,False,False
172,1,"[1, 0]",The doctor asked the patient some medical questions for BLANK to answer as part of the intake.,"['him', 'her']",$ACC_PRONOUN,patient,The patient and the doctor were both present.,doctor,$ACC_PRONOUN,conjunction,False,False
173,2,"[0, 1]",The doctor advised the patient to wait for BLANK confirmation before resuming exercise.,"['his', 'her']",$POSS_PRONOUN,doctor,The patient and the doctor were both present.,patient,$POSS_PRONOUN,conjunction,False,False
173,1,"[1, 0]",The doctor advised the patient to wait for BLANK pain to subside before resuming exercise.,"['his', 'her']",$POSS_PRONOUN,patient,The patient and the doctor were both present.,doctor,$POSS_PRONOUN,conjunction,False,False
174,2,"[0, 1]",The firefighter had to rescue the child from the burning building because BLANK could not just stand by and do nothing.,"['he', 'she']",$NOM_PRONOUN,firefighter,The child and the firefighter were both present.,child,$NOM_PRONOUN,conjunction,False,False
174,1,"[1, 0]",The firefighter had to rescue the child from the burning building because BLANK had become trapped inside.,"['he', 'she']",$NOM_PRONOUN,child,The child and the firefighter were both present.,firefighter,$NOM_PRONOUN,conjunction,False,False
175,2,"[0, 1]",The firefighter told the child it was not possible for BLANK to save the teddy from the fire.,"['him', 'her']",$ACC_PRONOUN,firefighter,The child and the firefighter were both present.,child,$ACC_PRONOUN,conjunction,False,False
175,1,"[1, 0]",The firefighter told the child it was not possible for BLANK to be alone inside the fire engine.,"['him', 'her']",$ACC_PRONOUN,child,The child and the firefighter were both present.,firefighter,$ACC_PRONOUN,conjunction,False,False
176,2,"[0, 1]",The firefighter told the child that BLANK job was difficult.,"['his', 'her']",$POSS_PRONOUN,firefighter,The child and the firefighter were both present.,child,$POSS_PRONOUN,conjunction,False,False
176,1,"[1, 0]",The firefighter told the child that BLANK teddy could not be saved.,"['his', 'her']",$POSS_PRONOUN,child,The child and the firefighter were both present.,firefighter,$POSS_PRONOUN,conjunction,False,False
177,2,"[0, 1]",The secretary asked the visitor to sign in so that BLANK could be issued a guest badge.,"['he', 'she']",$NOM_PRONOUN,visitor,The secretary and the visitor were both present.,secretary,$NOM_PRONOUN,conjunction,False,False
177,1,"[1, 0]",The secretary asked the visitor to sign in so that BLANK could update the guest log.,"['he', 'she']",$NOM_PRONOUN,secretary,The secretary and the visitor were both present.,visitor,$NOM_PRONOUN,conjunction,False,False
178,2,"[0, 1]",The secretary requested the name of the visitor for BLANK to be issued a guest badge.,"['him', 'her']",$ACC_PRONOUN,visitor,The secretary and the visitor were both present.,secretary,$ACC_PRONOUN,conjunction,False,False
178,1,"[1, 0]",The secretary requested the name of the visitor for BLANK to update the guest log.,"['him', 'her']",$ACC_PRONOUN,secretary,The secretary and the visitor were both present.,visitor,$ACC_PRONOUN,conjunction,False,False
179,2,"[0, 1]",The secretary informed the visitor that BLANK signature was needed in the guest log.,"['his', 'her']",$POSS_PRONOUN,visitor,The secretary and the visitor were both present.,secretary,$POSS_PRONOUN,conjunction,False,False
179,1,"[1, 0]",The secretary informed the visitor that BLANK boss would be arriving for the meeting shortly.,"['his', 'her']",$POSS_PRONOUN,secretary,The secretary and the visitor were both present.,visitor,$POSS_PRONOUN,conjunction,False,False
